long_name,overall,potential,cluster
Emiliano Javier Amor,71,73,0
Jerry Yates,71,73,0
Tobias Frank Salquist Nielsen,71,73,0
Kenneth Paal,71,73,0
Benjamin Tetteh,71,73,0
Sandro Mike Lauper,71,73,0
Amadou Diawara,71,73,0
Joan Sastre Vanrell,71,73,0
Landry Nany Dimata,71,73,0
Bernardo Fernandes da Silva Junior,71,73,0
Ignacio Francisco Chicco,71,73,1
Francis Manuel Mac Allister,71,73,0
三竿 健斗,71,73,0
Robert Gumny,71,73,0
Thiago Martins Bueno,71,73,0
Mateo Puerta Peláez,71,73,0
Bakery Jatta,71,73,0
Kevin Bonifazi,71,73,0
Dylan Daniel Mahmoud Bronn,71,73,0
Erick Cathriel Cabaco Almada,71,73,0
Emeka Friday Eze,71,73,0
Yusuf Sarı,71,73,0
Tiago Magalhães de Sá,71,73,1
Edo Kayembe,71,73,0
Ionuț Nedelcearu,71,73,0
Rabbi Matondo,71,73,0
Juan Pablo Vargas Campos,71,73,0
Tomáš Wiesner,71,73,0
Berat Ayberk Özdemir,71,73,0
Marcos André de Sousa Mendonça,71,73,0
Alan Soñora,71,73,0
Aitor Córdoba Querejeta,71,73,0
Alfred Benjamin Gomis,71,72,1
Nathaniel Chalobah,71,72,0
Lucas Abraham Chávez,71,72,1
Sascha Horvath,71,72,0
Hamza Sakhi,71,72,0
Josip Elez,71,72,0
Jules Olivier Ntcham,71,72,0
Michał Sławomir Helik,71,72,0
Jesús David Murillo Largacha,71,72,0
Cédric Hountondji,71,72,0
Pietro Ceccaroni,71,72,0
Olivier Michel Kemen,71,72,0
Patrick Roberts,71,72,0
Salomon Junior Sambia,71,72,0
Yann Yves Laurent Bodiger,71,72,0
Nicolas Thibault Haas,71,72,0
Conor Mark Chaplin,71,72,0
Antonio Milić,71,72,0
Martin Fraisl,71,72,1
Felix Platte,71,72,0
Vincent Olivier Sierro,71,72,0
Alexandre Corredera Alardi,71,72,0
Jonas Föhrenbach,71,72,0
Gil Bastião Dias,71,72,0
Jannik Huth,71,72,1
Federico Ricca Rostagnol,71,72,0
김대원 金大元,71,72,0
José Artur de Lima Junior,71,72,0
Nouhou Tolo,71,72,0
Ajdin Hrustić,71,72,0
Roger Brugué Ayguadé,71,72,0
Augusto Diego Lotti,71,72,0
Brandon Bye,71,72,0
Ibrahim Sissoko,71,72,0
Otar Kiteishvili,71,72,0
Paulino de la Fuente Gómez,71,72,0
Kirian Rodríguez Concepción,71,72,0
João Pedro Araújo Correia,71,72,0
Toni Datković,71,72,0
Harlen Alfred Castillo Moreno,71,72,1
Mousa Mohammad Mousa Sulaiman Al-Tamari,71,72,0
Otabek Shukurov,71,72,0
Oberdan Alionço de Lima,71,72,0
Rodrigo Iñaki Melo,71,72,0
Rúben Miguel Marques dos Santos Fernandes,71,71,0
Jesper Hansen,71,71,1
Antonio Mirante,71,71,1
Aitor Sanz Martín,71,71,0
Enrique Alberto Bologna Gómez,71,71,1
Adrian Mierzejewski,71,71,0
Daniele Padelli,71,71,1
John Ruddy,71,71,1
Nicolás Mario Domingo,71,71,0
Vladimir Stojković,71,71,1
Andrea Masiello,71,71,0
Jonathan Ramón Maidana,71,71,0
Benito Nicolas Viola,71,71,0
Cristian Daniel Ansaldi,71,71,0
Kyle John McFadzean,71,71,0
Gonzalo Castro Irizábal,71,71,0
Jean-Sylvain Claude Babin,71,71,0
Cristian Eduardo Zapata Valencia,71,71,0
Erik Pieters,71,71,0
Pedro Mosquera Parada,71,71,0
Federico Julián Fazio,71,71,0
Radim Řezník,71,71,0
王大雷,71,71,1
José Martín Cáceres Silva,71,71,0
Carlos Alberto Sánchez Moreno,71,71,0
Fabian Frei,71,71,0
Romain Alessandrini,71,71,0
Sofiane Feghouli,71,71,0
Raúl Fernández-Cavada Mateos,71,71,1
Ashley Luke Barnes,71,71,0
Fredrik Gulbrandsen,71,71,0
Lewis Harry Holtby,71,71,0
Leon Aderemi Balogun,71,71,0
Vincent Julien Sasso,71,71,0
Nicolas N'Koulou,71,71,0
Jason Steele,71,71,1
Hugo Miguel Almeida Costa Lopes,71,71,0
Gonzalo Marinelli,71,71,1
John Fleck,71,71,0
Etrit Berisha,71,71,1
Enrique González Casín,71,71,0
Christian Kabasele,71,71,0
Tony Jantschke,71,71,0
Markus Henriksen,71,71,0
Henrik Dalsgaard,71,71,0
Jeroen Zoet,71,71,1
Junior Wakalible Lago,71,71,0
Fidel Francisco Martínez Tenorio,71,71,0
Alejandro Bedoya,71,71,0
Bo Kristoffer Nordfeldt,71,71,1
Mato Jajalo,71,71,0
David Martins Simão,71,71,0
Juan Pedro Ramírez López,71,71,0
Marc Muniesa Martínez,71,71,0
Milan Đurić,71,71,0
David Petrus Wenceslaus Henri Pröpper,71,71,0
Samuel Şahin-Radlinger,71,71,1
Shaun Hutchinson,71,71,0
Hernán Arsenio Pérez González,71,71,0
Andreas Weimann,71,71,0
Ryan Isaac Mendes da Graça,71,71,0
Sergi Enrich Ametller,71,71,0
Josepmir Aarón Ballón Villacorta,71,71,0
Oğuzhan Özyakup,71,71,0
Jake Bidwell,71,71,0
Anselmo de Moraes,71,71,0
Anga Dedryck Boyata,71,71,0
Papiss Mison Djilobodji,71,71,0
Sam Morsy,71,71,0
Patrick Herrmann,71,71,0
Róbert Mak,71,71,0
Mathias Autret,71,71,0
Johan Erik Larsson,71,71,0
Anthony Ujah,71,71,0
Michael Ryan Hoyos,71,71,0
Anton Tinnerholm,71,71,0
Ilija Nestorovski,71,71,0
Tobias Kempe,71,71,0
Pier Miqueas Barrios,71,71,0
Víctor Machín Pérez,71,71,0
Marcin Kamiński,71,71,0
André Hoffmann,71,71,0
Sonny Kittel,71,71,0
Nicolai Møller Boilesen,71,71,0
Santiago García,71,71,0
Benito Raman,71,71,0
홍정호 洪正好,71,71,0
Muhamed Bešić,71,71,0
Cyrus Sylvester Frederick Christie,71,71,0
Jonson Clarke-Harris,71,71,0
George Baldock,71,71,0
Luca Tremolada,71,71,0
Lorenzo Tonelli,71,71,0
Veton Berisha,71,71,0
William David Keane,71,71,0
Onel Lázaro Hernández Mayea,71,71,0
Felix Klaus,71,71,0
Stefano Sturaro,71,71,0
Joe Willis,71,71,1
Jordan Clark,71,71,0
Matt Davidson Rider Crooks,71,71,0
Abdón Prats Bastidas,71,71,0
Christoffer Åke Sven Nyman,71,71,0
신진호 申振豪,71,71,0
Paweł Marek Wszołek,71,71,0
Conor Townsend,71,71,0
Tommy Smith,71,71,0
Adrien Trebel,71,71,0
M'Baye Babacar Niang,71,71,0
Jan Bořil,71,71,0
Tetchi Jores Charlemagne Ulrich Okore,71,71,0
Zander Clark,71,71,1
Alexander Gerard van de Streek,71,71,0
Bouna Sarr,71,71,0
Davy Roef,71,71,1
Mats Seuntjens,71,71,0
Kal Naismith,71,71,0
Mattia Valoti,71,71,0
Zlatko Tripić,71,71,0
Matteo Bianchetti,71,71,0
Daniele Baselli,71,71,0
Solomon Kverkvelia,71,71,0
Álvaro Lemos Collazo,71,71,0
Jack Alexander Price,71,71,0
Silviu Lung,71,71,1
Vlad Iulian Chiricheș,71,71,0
Isaac Kiese Thelin,71,71,0
Harry Toffolo,71,71,0
Isaac Hayden,71,71,0
Dominique Heintz,71,71,0
Bi Sylvestre Franck Fortune Boli,71,71,0
Mario Sampirisi,71,71,0
Marcus Christer Rohdén,71,71,0
Jere Juhani Uronen,71,71,0
Rafael da Silva,71,71,0
백성동 Sung Dong Paik,71,71,0
Amari'i Bell,71,71,0
Lucas Pedro Alves de Lima,71,71,0
Pelly-Ruddock Mpanzu,71,71,0
Victor Vinícius Coelho dos Santos,71,71,0
Murray Wallace,71,71,0
Matteo Ricci,71,71,0
Sam Byram,71,71,0
Rasmus Sebastian Holmén,71,71,0
Renaud Ripart,71,71,0
Gerso Fernandes,71,71,0
Antônio Carlos Cunha Capocasali Junior,71,71,0
Dimitrios Siovas,71,71,0
Pierrick Capelle,71,71,0
Timo Letschert,71,71,0
Abdullah Ibrahim Al Maiouf,71,71,1
Thomas Murg,71,71,0
João Carlos Vilaça Teixeira,71,71,0
Willyan da Silva Barbosa,71,71,0
Yasir Gharsan Al-Shahrani,71,71,0
Anthony Partipilo,71,71,0
Bismark Adjei-Boateng,71,71,0
Ben Osborn,71,71,0
한국영 Kook Young Han,71,71,0
Pedro Miguel Martins Santos,71,71,0
Ariel Mauricio Rojas,71,71,0
Claudio Gastón Corvalán,71,71,0
Martín Pérez Guedes,71,71,0
Kelle Roos,71,71,1
Lewis Baker,71,71,0
Cassiano Dias Moreira,71,71,0
Damian Kądzior,71,71,0
Nicolas Gavory,71,71,0
Jérôme Gondorf,71,71,0
Markus Kolke,71,71,1
Sondre Buskerud Tronstad,71,71,0
Brandon Thomas Llamas,71,71,0
Clinton Mua N'Jie,71,71,0
Andreas Beyer Maxsø,71,71,0
Leonel Jesús Vangioni,71,71,0
David Kinsombi,71,71,0
박지수 朴志洙,71,71,0
Brede Mathias Moe,71,71,0
Francisco Javier Calvo Quesada,71,71,0
Samuel Piette,71,71,0
Rémi Walter,71,71,0
킴진수 金珍洙,71,71,0
William Troost-Ekong,71,71,0
Facundo Ferreyra,71,71,0
João Pedro Almeida Machado,71,71,0
Alex Mowatt,71,71,0
Cristian Fernando Suarez Figueroa,71,71,0
Daniel Eduardo Giraldo Cárdenas,71,71,0
Sérgio Andrés Otálvaro Botero,71,71,0
Julián Alveiro Quiñónes García,71,71,0
Elvis Yohan Perlaza Lara,71,71,0
Dairon Mosquera Chaverra,71,71,0
Daniel Eduardo Bocanegra Ortíz,71,71,0
Édgar Felipe Pardo Castro,71,71,0
Didier Andrés Moreno Asprilla,71,71,0
Andrés Felipe Andrade Torres,71,71,0
Fredy Hinestroza Arias,71,71,0
Jhonny Alexander Vásquez Salazar,71,71,0
Sergio Postigo Redondo,71,71,0
Juan Edgardo Ramírez,71,71,0
Patricio Rodolfo Rubio Pulgar,71,71,0
Marcos Nikolas Bolados Hidalgo,71,71,0
Emmanuel Más Sgros,71,71,0
Lucas Martín Villafáñez,71,71,0
Gastón Adrián Lezcano,71,71,0
Pablo Javier Pérez,71,71,0
Julio Alberto Buffarini,71,71,0
Alan Joaquín Aguerre,71,71,1
Gino Peruzzi Lucchetti,71,71,0
Ali Sowe,71,71,0
Gabriel Maximiliano Graciani,71,71,0
Sergio Carlos Strandberg,71,71,0
Federico Gastón Carrizo,71,71,0
Pieter Gerkens,71,71,0
Jorge Hernán Menosse Acosta,71,71,1
Patrik Ulf Anders Carlgren,71,71,1
Aníbal Cesis Godoy Lemus,71,71,0
Andrew Hjulsager,71,71,0
César Nicolás Fuentes González,71,71,0
Víctor Camarasa Ferrando,71,71,0
Andrea Barberis,71,71,0
Lucas Eduardo Mancinelli,71,71,0
Sebastián Carlos Cristóforo Pepe,71,71,0
Mohammed Ibrahim Kanoo,71,71,0
César Alejandro Falletti dos Santos,71,71,0
Nicolás Orsini,71,71,0
Cecilio Alfonso Waterman Ruiz,71,71,0
Francesco Di Mariano,71,71,0
Stefano Giuseppe Arne Holmquist Vecchia,71,71,0
Brandon Joel Gaetano Borrello,71,71,0
Larry Vásquez Ortega,71,71,0
Ernesto Torregrossa,71,71,0
Tim Leibold,71,71,0
Ryan Hollingshead,71,71,0
Yorleys Mena Palacios,71,71,0
Alexander Thomas Jeremejeff,71,71,0
Enzo Crivelli,71,71,0
Erik Thommy,71,71,0
Jay Fulton,71,71,0
Filip Mladenović,71,71,0
Aaron Long,71,71,0
Cristian Buonaiuto,71,71,0
唐淼,71,71,0
Bernard Mensah,71,71,0
Joris Kayembe Ditu,71,71,0
Jonathan Rodríguez Menéndez,71,71,0
Stefano Moreo,71,71,0
Cristian Javier Báez,71,71,0
Cristian Jonatan Ortiz,71,71,0
Víctor Emanuel Aguilera,71,71,0
Iván Rossi,71,71,0
Edoardo Goldaniga,71,71,0
Smail Prevljak,71,71,0
Fabian Bredlow,71,71,1
Darnell Furlong,71,71,0
Damián Alberto Martínez,71,71,0
Thomas Goiginger,71,71,0
Mattia Bani,71,71,0
Gabriel Gustavo Alanís,71,71,0
Víctor Ezequiel Salazar,71,71,0
Walter Ariel Bou,71,71,0
Ezequiel Augusto Bonifacio Moreno,71,71,0
Iago Azevedo dos Santos,71,71,0
Jairo Izquierdo González,71,71,0
Jessy Bénet,71,71,0
Kevin Lasagna,71,71,0
Mamadou Sylla Diallo,71,71,0
Walmer Pacheco Mejía,71,71,0
Adama Noss Traoré,71,71,0
Martín Nicolás Campaña Delgado,71,71,1
Kingsley Ehizibue,71,71,0
Mario Alberto Pineida Martínez,71,71,0
Anuar Mohamed Tuhami,71,71,0
Jhon Fredy Salazar Valencia,71,71,0
Mohamed Salim Fares,71,71,0
Ramón Darío Ábila,71,71,0
Marcus Coco,71,71,0
Mauricio Leonel Martínez,71,71,0
Cristián Alexis Borja González,71,71,0
정승현 郑承铉,71,71,0
Ricardo Lopes Pereira,71,71,0
Simon Désiré Sylvanus Deli,71,71,0
Jan Kliment,71,71,0
Tim Skarke,71,71,0
Jhonder Leonel Cádiz Fernández,71,71,0
Fernando Carlos De Paul Lanciotti,71,71,1
Gerard Valentín Sancho,71,71,0
Ali Hadi Al-Bulaihi,71,71,0
Jorge Pietro Carvalho Porfírio,71,71,0
Alex Alessandro Freitas Conceição,71,71,0
Antonaldo Luiz Vaz Stein,71,71,0
Clayton Fábio Fildeiras Cachoeira,71,71,0
Carleto Adilson Costinha Caldeira,71,71,0
Mauro Guilherme Ribeiro Rangel,71,71,0
Thiago Claudnei Almeida Reis,71,71,0
Ailton Nuno Cardenhas Macedo,71,71,1
Marcelo Emanuel Morais Silva,71,71,0
Wagner Mauro Orsi Vasquez,71,71,0
Luisinho Lúcio Conradi Andrade,71,71,0
Germano Wilson Monico Salvador,71,71,0
Diogo Josué Pinho Parrela,71,71,0
Bernardo Joshua Mota Damasco,71,71,0
Elton Matheus Marques Paiva,71,71,0
Allison Alan Sireo Milazar,71,71,0
M. Vanderlei Paulino Kenedy,71,71,0
Lourival Adnan Diniz Prazeres,71,71,0
Luis Claudinei Peixoto Álvares,71,71,0
Pedro Márcio Rocha Rosa,71,71,0
Jessé Martin Ledeiro Serra,71,71,0
Raphael William Paneira Rochedo,71,71,0
Adrián Guto Negrão Bastos,71,71,0
Gustavo Rafael Outomouro Tófoli,71,71,0
Paulão Paulo Junqueiras Couto,71,71,0
Nilson Rafael Vilela de Brito,71,71,0
Mehmet Umut Nayir,71,71,0
Gojko Cimirot,71,71,0
Nuno Miguel da Costa Jóia,71,71,0
Christian Mougang Bassogog,71,71,0
László Kleinheisler,71,71,0
José Alfredo Quinteros Ordóñez,71,71,0
Fabian Schleusener,71,71,0
Frederik Beyer Tingager,71,71,0
Richie Mamah Laryea,71,71,0
Gaëtan Perrin,71,71,0
Claudio Nicolás Bravo,71,71,0
Tomás Martín Molina,71,71,0
川邉 骏,71,71,0
室屋 成,71,71,0
Valentin Henry,71,71,0
Barış-Fahri Atik,71,71,0
Unai Elgezabal Udondo,71,71,0
Nathael Walter Silbeira Caeiro,71,71,1
Eduardo Flávio Fonseira Meire,71,71,1
Rômulo Roberto Calsede Caiado,71,71,0
Alejandro Hohberg González,71,71,0
Konstantinos Laifis,71,71,0
Pedro Miguel Braga Rebocho,71,71,0
Gastón Suso,71,71,0
José Manuel Aja Livchich,71,71,0
Norberto Alejandro Briasco Balekian,71,71,0
Davide Djily Diaw,71,71,0
Nilson Evair Loyola Morales,71,71,0
Marko Rog,71,71,0
Marc Cardona Rovira,71,71,0
Barnabás Varga,71,71,0
Luis Daniel González Cova,71,71,0
Alberto Quiles Piosa,71,71,0
Fousseni Diabaté,71,71,0
Giacomo Poluzzi,71,71,1
Daniel de Souza Brito,71,71,1
Juan Pablo Álvarez,71,71,0
Rade Dugalić,71,71,0
Matías de los Santos de los Santos,71,71,0
Bryan Josue Acosta Ramos,71,71,0
Pablo Renan dos Santos,71,71,0
Mert Hakan Yandaş,71,71,0
Júnior Leonardo Moreno Borrero,71,71,0
Daniel Raba Antolín,71,71,0
Harrison Delbridge,71,71,0
Marius Lode,71,71,0
Amor Yonas Layouni,71,71,0
Aleksandar Paločević,71,71,0
Christos Albanis,71,71,0
Horacio Martín Calcaterra,71,71,0
Abdoul Kader Bamba,71,71,0
Renzo López Patrón,71,71,0
Kai Pröger,71,71,0
Giovanni Alessandro González Apud,71,71,0
Jérémy Mellot,71,71,0
Lucas Ezequiel Piovi,71,71,0
Fabio Jesús Pereyra,71,71,0
José Alejandro Suárez Suárez,71,71,0
Tiago Alexandre de Sousa Esgaio,71,71,0
Ali Abdi,71,71,0
Sofiane Bendebka,71,71,0
Renzo Iván Tesuri,71,71,0
Nicolás Eduardo Castro,71,71,0
Taras Kacharaba,71,71,0
Giannis Kotsiras,71,71,0
Ricardo Adé,71,71,0
Yonatan Alexis Rodríguez Benítez,71,71,0
Jan Mejdr,71,71,0
Guillaume Restes,70,87,1
Gianluca Prestianni Gross,70,86,0
Carlos Roberto Forbs Borges,70,86,0
Kacper Kozłowski,70,85,0
Pablo Torre Carral,70,85,0
Juan Sebastián Sforza,70,84,0
Loubadhe Abakar Sylla,70,84,0
Benjamin Tahirović,70,84,0
Matteo Prati,70,84,0
Andrey Nascimento dos Santos,70,84,0
Ismaël Landry Doukouré,70,83,0
Octavian George Popescu,70,83,0
Radu Matei Drăgușin,70,83,0
Hákon Arnar Haraldsson,70,83,0
Tomás Lemos Araújo,70,83,0
Javier Guerra Moreno,70,83,0
Leonidas Stergiou,70,82,0
Hayden Hackney,70,82,0
Julio César Enciso Espínola,70,82,0
Mohammed Diomande,70,82,0
Lautaro Darío Giaccone,70,82,0
Daniel Neil,70,82,0
Souleymane Isaak Touré,70,82,0
Arnau Tenas Ureña,70,82,1
Giannis Konstantelias,70,82,0
Stipe Biuk,70,82,0
Aaron Ramsey,70,82,0
Álvaro Fernández Carreras,70,82,0
Ibrahim Sulemana,70,82,0
César Gelabert Piña,70,81,0
Charlie Cresswell,70,81,0
Niklas Hedl,70,81,1
Hugo Novoa Ramos,70,81,0
Nathan Santos de Araújo,70,81,0
Nicolás Serrano Galdeano,70,81,0
Han Beom Lee,70,81,0
Andrew Abiola Omobamidele,70,81,0
Adis Jasic,70,81,0
Noah Atubolu,70,81,1
Vicente Taborda,70,81,0
Kevin Ortíz,70,81,0
Filippo Terracciano,70,81,0
Joshua Gaston Kitolano,70,80,0
Thomas van den Belt,70,80,0
Julian Vincente Araujo,70,80,0
Ștefan Târnovanu,70,80,1
Braian Óscar Ojeda Rodríguez,70,80,0
Leighton Clarkson,70,80,0
Juan Ignacio Martín Nardoni,70,80,0
Maximilian Beier,70,80,0
Reinier Jesus Carvalho,70,80,0
Young Jun Goh,70,80,0
Andrea Carboni,70,80,0
Tyrhys Dolan,70,80,0
Sékou Mara,70,80,0
Chrislain Iris Aurel Matsima,70,80,0
Hugo Siquet,70,80,0
Carlos Jhilmar Lora Saavedra,70,80,0
Mario Soriano Carreño,70,80,0
Juan Ignacio Miramon,70,80,0
Kaiky Fernandes Melo,70,80,0
Manfred Ugalde,70,80,0
Mamadou Ibra Mbacke Fall,70,80,0
Alexandre Manuel Penetra Correia,70,80,0
James McAtee,70,80,0
Junior Mwanga,70,80,0
Juan Miguel Latasa Fernandez Layos,70,80,0
Cheick Keita,70,80,0
Matija Frigan,70,80,0
Juan Berrocal González,70,79,0
Bryan Reynolds,70,79,0
Juan Cruz Díaz Espósito,70,79,0
Johan Felipe Vásquez Ibarra,70,79,0
Sem Steijn,70,79,0
Abdelkabir Abqar,70,79,0
Joe Gelhardt,70,79,0
Oliver Marc Rose-Villadsen,70,79,0
Ramiro Ruiz Rodríguez,70,79,0
Sergio Carreira Vilariño,70,79,0
Darlin Zidane Yongwa Ngameni,70,79,0
Paolo Alessandro Reyna Lea,70,79,0
Cody Callum Pierre Drameh,70,79,0
Miguel Ángel Atienza Villa,70,79,0
Javier Martínez Calvo,70,79,0
Timothée Joseph Pembélé,70,79,0
Junior Chukwubuike Adamu,70,79,0
Miguel Baeza Pérez,70,79,0
Afonso Gamelas de Pinho Sousa,70,79,0
Víctor Andrés Meseguer Cavas,70,79,0
Aitor Paredes Casamichana,70,79,0
Jesús Abdallah Castillo Molina,70,79,0
Imanol García de Albéniz Crecente,70,79,0
Antony Alves Santos,70,79,0
Franco Misael Fagúndez Rosa,70,79,0
Nelson Alexander Deossa Suárez,70,79,0
Bruno Amione,70,79,0
Cristian Gutiérrez Vizcaíno,70,79,0
Alexandru Ștefan Pașcanu,70,78,0
Mattéo Tramoni,70,78,0
Antoine Semenyo,70,78,0
Tayyib Talha Sanuç,70,78,0
Sebastian Wiktor Walukiewicz,70,78,0
Wouter Burger,70,78,0
Adrián de la Fuente Barquilla,70,78,0
Álvaro Martín Barreal,70,78,0
Víctor Mollejo Carpintero,70,78,0
Giulian Biancone,70,78,0
Jeremy Ngakia,70,78,0
Mihai Marian Aioani,70,78,1
Romário Manuel Silva Baró,70,78,0
Alexis Adelin Beka Beka,70,78,0
Aidan Morris,70,78,0
Amin Sarr,70,78,0
Enzo Martín Roldán,70,78,0
Evann Guessand,70,78,0
Naouirou Ahamada,70,78,0
Tim Breithaupt,70,78,0
Ignacio Schor,70,78,0
Carlos Domínguez Cáceres,70,78,0
Dirk Proper,70,78,0
Gonzalo Luján Melli,70,78,0
Njegoš Petrović,70,78,0
Fábio Ronaldo Costa Conceição,70,78,0
Leonardo Adelino da Silva Lopes,70,77,0
Gabriel Osho,70,77,0
Radosław Majecki,70,77,1
Khalid Abdul Mumin Suleman,70,77,0
Harry Jack Darling,70,77,0
Denis Genreau,70,77,0
Matías Nicolás Marín Vega,70,77,0
Ibrahima Koné,70,77,0
Carlos Alonso Enrique Palacios Núñez,70,77,0
Felix Agu,70,77,0
Finn Ole Becker,70,77,0
Djordje Jovanović,70,77,0
Güven Yalçın,70,77,0
Jani Atanasov,70,77,0
Alessandro Vogliacco,70,77,0
Federico Girotti Bonazza,70,77,0
Gustavo Enrique Giordano Amaro Assunção da Silva,70,77,0
Kastriot Imeri,70,77,0
Rasmus Carstensen,70,77,0
Adrian Gheorghe Șut,70,77,0
Kelvin Kwarteng Yeboah,70,77,0
Maurice Maximilian Malone,70,77,0
Filipe Miguel Barros Soares,70,77,0
Adil Aouchiche,70,77,0
Pedro Manuel Lobo Peixoto Mineiro Mendes,70,77,0
Christos Tzolis,70,77,0
Fabiano Josué de Souza Silva,70,77,0
Lautaro Emanuel Blanco,70,77,0
Nicolás Ezequiel Fernández Mercau,70,77,0
Tomás Agustín Pozzo,70,77,0
Mateo Agustín Coronel,70,77,0
Jordan Bhekithemba Zemura,70,77,0
Evren Eren Elmalı,70,77,0
Edvin Kurtulus,70,77,0
Reda Jousef Khadra,70,77,0
Braian Javier Salvareschi,70,77,0
Louis Patris,70,77,0
Loreintz Rosier,70,77,0
Rubén Sánchez Sáez,70,77,0
David Brekalo,70,77,0
Daniel dos Santos Penha,70,77,0
Marco Curto,70,77,0
Alberto del Moral Saelices,70,77,0
Brayan Léon Muñiz,70,77,0
Igor Thiago Rodrigues,70,77,0
Renaldo Cephas,70,77,0
Giacomo Vrioni,70,76,0
Joel Joshghene Asoro,70,76,0
Nicolás Fernando Cordero,70,76,0
Lukas Stephan Horst Daschner,70,76,0
Luca Zinedine Zidane,70,76,1
Pablo Enrique Ruíz,70,76,0
Manuel Roffo,70,76,1
Olimpiu Vasile Moruțan,70,76,0
Marcus Forss,70,76,0
Gastón Nicolás Verón,70,76,0
Álex Collado Gutiérrez,70,76,0
Alberto Soro Álvarez,70,76,0
William Balikwisha,70,76,0
Marcos Johan López Lanfranco,70,76,0
Olivier Deman,70,76,0
Tomáš Vlček,70,76,0
Álex Bermejo Escribano,70,76,0
Gabriele Zappa,70,76,0
Franck Cédric Tsadjout,70,76,0
Giannis Michailidis,70,76,0
Leonardo Campana Romero,70,76,0
Gastón González,70,76,0
Jordy José Alcívar Macías,70,76,0
Young Woo Seol,70,76,0
Paulo Estrela Moreira Alves,70,76,0
Maduka Emilio Okoye,70,76,1
Etienne Green,70,76,1
Abdallah Dipo Sima,70,76,0
Ivan Nevistić,70,76,1
Eíran Cashin,70,76,0
Matej Maglica,70,76,0
Frank Magri,70,76,0
João Pedro Ferreira Silva,70,76,0
Bojan Miovski,70,76,0
Moses Usor,70,76,0
Mamadou Mbaye,70,76,0
Matías Daniel Giménez Rojas,70,76,0
Juninho Bacuna,70,75,0
Wuilker Fariñez Aray,70,75,1
Vincent Marchetti,70,75,0
Oumar Gonzalez,70,75,0
Mark Brink Christensen,70,75,0
Jérémy Pierre Sincère Gelin,70,75,0
José María Amo Torres,70,75,0
Scott Wharton,70,75,0
Callum Brittain,70,75,0
Janni-Luca Serra,70,75,0
Elias Cobbaut,70,75,0
Iké Dominique Ugbo,70,75,0
Rick van Drongelen,70,75,0
Iván Andrés Rojas Vásquez,70,75,0
Claud Adjapong,70,75,0
Lluís López Mármol,70,75,0
Ross McCrorie,70,75,0
Myziane Maolida,70,75,0
Ragnar Ache,70,75,0
Rafael Sebastián Mújica García,70,75,0
Harry Pickering,70,75,0
Mamadou Fofana,70,75,0
Rafik Guitane,70,75,0
Phil Yannik Neumann,70,75,0
Pedro Díaz Fanjul,70,75,0
Ángelo Martino,70,75,0
Mikael Neville Anderson,70,75,0
Alfons Sampsted,70,75,0
Aliou Badji,70,75,0
Yvan Neyou Noupa,70,75,0
Yeison Estiven Guzmán Gómez,70,75,0
Ola Brynhildsen,70,75,0
Mickaël Nadé,70,75,0
Melle Meulensteen,70,75,0
Abdoulie Jallow,70,75,0
Ricardo Luís Chaby Mangas,70,75,0
Carlo Johan Holse Justesen,70,75,0
Kevin Facundo Gutiérrez,70,75,0
Regan Slater,70,75,0
Dominik Fitz,70,75,0
고재현 Jae Hyeon Ko,70,75,0
Kevin Simone Sessa,70,75,0
Alistair Edward McCann,70,75,0
Adalberto Eliécer Carrasquilla Alcázar,70,75,0
Maximiliano Nahuel Salas,70,75,0
Daniel Cerântula Fuzato,70,75,1
Javier Hernández Carrera,70,75,0
Maxime Busi,70,75,0
Gianluca Ferrari,70,75,0
Alejandro Blanco Sánchez,70,75,0
Ángelo Smit Preciado Quiñónez,70,75,0
Leif Davis,70,75,0
Jaume Grau Ciscar,70,75,0
Lawrence Ofori,70,75,0
Carlos Gabriel Villalba Rivas,70,75,0
Adam Gnezda Čerin,70,75,0
송민규 Min Kyu Song,70,75,0
Halil İbrahim Dervişoğlu,70,75,0
Thibo Somers,70,75,0
Jason Paul Knight,70,75,0
Victor Oluyemi Olatunji,70,75,0
Franco Ezequiel Calderón,70,75,0
Alec Hugo Deneumostier Ortmann,70,75,0
Matteo Emilio Di Giusto,70,75,0
Oscar Taty Maritu,70,75,0
Eleutherios Lyratzis,70,75,0
Eric Exequiel Meza,70,75,0
Pedro Henrique de Oliveira Correia,70,75,0
Tim Siersleben,70,75,0
Maximiliano Joel Falcón Picart,70,75,0
Henning Matriciani,70,75,0
Giorgio Altare,70,75,0
Vladyslav Dubinchak,70,75,0
Arbnor Muja,70,75,0
Ion Nicolăescu,70,75,0
André Campos Moreira,70,74,1
Jokin Ezkieta Mendiburu,70,74,1
Bryan Andrés Rovira Ferreira,70,74,0
Emil Riis Jakobsen,70,74,0
Jay Dasilva,70,74,0
Doğukan Sinik,70,74,0
İrfan Can Eğribayat,70,74,1
Philippe Sandler,70,74,0
Jimmy Dunne,70,74,0
Deyovaisio Zeefuik,70,74,0
Sebastian Vasiliadis,70,74,0
Tyrese Campbell,70,74,0
Lino Tempelmann,70,74,0
Jorge Filipe Oliveira Fernandes,70,74,0
Christ Junior Tiéhi,70,74,0
André Filipe Magalhães Ribeiro Ferreira,70,74,1
Charles Vanhoutte,70,74,0
